职位,公司,地址,薪酬,标签
Java中级开发工程师,深圳市德科信息技术有限公司,深圳-福田区,1-1.5万/月,"['3-4年经验', '大专', '招5人', '07-16发布', '五险一金', '员工旅游', '交通补贴', '年终奖金', '弹性工作', '加班补贴']"
Java工程师（五险一金+双休）,武汉钧策管理咨询有限公司,武汉-洪山区,0.8-1.5万/月,"['2年经验', '本科', '招1人', '07-16发布', '五险一金', '补充公积金', '员工旅游', '餐饮补贴', '通讯补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '弹性工作']"
JAVA实施工程师,合肥科讯金服科技有限公司,江苏省,0.5-1万/月,"['1年经验', '本科', '招2人', '07-16发布', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权', '定期体检']"
Java高级开发工程师,青岛民航凯亚系统集成有限公司,青岛-城阳区,15-30万/年,"['5-7年经验', '招若干人', '07-16发布', '五险一金', '补充医疗保险', '年终奖金', '定期体检']"
Java架构师,广州向日葵信息科技有限公司,广州-天河区,1.8-2.5万/月,"['5-7年经验', '本科', '招1人', '07-16发布', '周末双休', '弹性工作', '带薪年假', '五险一金', '节日福利']"
Java高级开发工程师/软件开发工程师,街柜科技（深圳）有限公司,深圳-宝安区,1.5-2万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '弹性工作', '五险一金', '带薪年假', '交通补贴', '绩效奖金']"
Java系统架构师,500.com集团,深圳-南山区,1.5-3万/月,"['5-7年经验', '本科', '招1人', '07-16发布', '五险一金', '免费班车', '上市公司']"
Java高级开发工程师,四川水木科技有限公司,成都-高新区,1.3-2万/月,"['5-7年经验', '大专', '招3人', '07-16发布', '包吃', '绩效奖金', '社保', '五险一金', '分红+期权']"
Java游戏开发工程师,武汉壹帆互娱网络科技有限公司,武汉,0.5-1万/月,"['2年经验', '大专', '招2人', '07-16发布', '补充医疗保险', '交通补贴', '员工旅游', '餐饮补贴', '绩效奖金', '年终奖金']"
JAVA高级工程师—技术研发部,北京和融通支付科技有限公司,北京-海淀区,1-1.5万/月,"['3-4年经验', '本科', '招5人', '07-16发布', '五险一金', '绩效奖金', '补充医疗保险', '定期体检']"
Java开发工程师,广州市林丰环保科技有限公司,广州-天河区,2.5-3万/月,"['3-4年经验', '本科', '招若干人', '07-16发布']"
JAVA中高级开发工程师,广东明世教育集团有限公司,广州-番禺区,0.8-1.5万/月,"['3-4年经验', '本科', '招若干人', '07-16发布', '带薪年假', '五险一金', '绩效奖金', '全勤奖', '节日福利', '周末双休']"
java软件开发工程师/双休,青岛百森通支付有限公司,青岛-崂山区,0.8-1万/月,"['2年经验', '本科', '招若干人', '07-16发布', '周末双休', '弹性工作', '交通补贴', '加班补贴', '节日福利', '五险一金', '通讯补贴']"
JAVA开发工程师(000993),上海中文在线文化发展有限公司,上海,1.5-2万/月,"['3-4年经验', '本科', '招若干人', '07-16发布', '五险一金', '专业培训', '交通补贴', '弹性工作', '年终奖金', '绩效奖金', '定期体检', '通讯补贴', '股票期权']"
JAVA开发工程师,深圳市如恋信息科技有限公司,深圳-南山区,1-1.5万/月,"['3-4年经验', '大专', '招1人', '07-16发布', '五险一金', '年终奖金', '弹性工作', '员工旅游', '大小周休', '专业培训']"
Java资深开发工程师,河北易骋云数据科技有限公司,上海-徐汇区,1.5-2.5万/月,"['3-4年经验', '大专', '招2人', '07-16发布', '五险一金', '周末双休', '弹性工作', '带薪年假', '绩效奖金']"
java工程师,上海耸智信息科技有限公司,杭州-江干区,1-1.5万/月,"['3-4年经验', '大专', '招1人', '07-16发布', '五险一金', '弹性工作', '交通补贴', '餐饮补贴', '年终奖金', '员工旅游', '通讯补贴', '绩效奖金']"
Java开发工程师（互联网金融方向）03,上海复深蓝软件股份有限公司,上海,1.5-2万/月,"['5-7年经验', '大专', '招2人', '07-16发布', '五险一金', '出国机会', '股票期权', '年终奖金', '员工旅游', '通讯补贴', '专业培训', '绩效奖金', '弹性工作', '定期体检']"
(急聘) java开发工程师,深圳讯腾软件技术有限公司,深圳-南山区,4.5-6千/月,"['无工作经验', '大专', '招2人', '07-16发布', '五险一金', '餐补补贴', '住房补贴', '专业培训', '绩效奖金', '年底双薪', '弹性工作', '员工旅游', '定期体检', '下午茶']"
Java高级开发工程师,上海泛微网络科技股份有限公司,上海-闵行区,1.5-2.5万/月,"['3-4年经验', '本科', '招2人', '07-16发布', '五险一金', '定期体检', '专业培训', '绩效奖金', '员工旅游', '年终奖金', '包三餐']"
Java高级开发工程师（金融科技）,上海指旺信息科技有限公司,上海-宝山区,1.5-2.5万/月,"['5-7年经验', '大专', '招5人', '07-16发布', '五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']"
Java后台开发工程师,云从科技,苏州,1.5-2.5万/月,"['5-7年经验', '本科', '招若干人', '07-16发布']"
Java开发工程师,北京陆秦网络科技有限公司,北京-朝阳区,0.8-1.5万/月,"['3-4年经验', '本科', '招2人', '07-16发布', '五险一金', '补充公积金', '绩效奖金', '专业培训', '弹性工作']"
Java,深圳市智慧盾科技有限公司,深圳,1.8-2.5万/月,"['5-7年经验', '大专', '招3人', '07-16发布', '五险一金', '员工旅游', '弹性工作', '带薪年假', '年终奖金', '交通补贴']"
Java 后端,重庆格泰尚恒网络科技有限公司,重庆-渝北区,1.5-1.7万/月,"['无工作经验', '招2人', '07-16发布', '五险', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '弹性工作', '节日礼品', '生日礼金', '全勤奖']"
JAVA开发工程师,广州广之旅国际旅行社股份有限公司,广州-白云区,9-25万/年,"['无工作经验', '招7人', '07-16发布']"
Java开发工程师,佛山市小寨科技有限公司,异地招聘,0.8-1.5万/月,"['3-4年经验', '大专', '招1人', '07-16发布', '餐饮补贴', '五险一金']"
Java软件开发工程师,西安融科通信技术有限公司,西安,0.8-1.5万/月,"['2年经验', '本科', '招2人', '07-16发布', '五险一金', '股票期权', '员工旅游', '绩效奖金', '年终奖金']"
JAVA嵌入式开发工程师,深圳市龙腾飞通讯装备技术有限公司,深圳-南山区,1.5-2万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '五险一金', '定期体检', '通讯补贴', '补充医疗保险', '补充公积金', '员工旅游', '绩效奖金', '年终奖金', '股票期权', '弹性工作']"
Java系统开发(System Engineer),时代万恒（辽宁）民族贸易有限公司,大连-中山区,6-8千/月,"['3-4年经验', '本科', '招若干人', '07-16发布', '五险一金']"
大数据开发工程师，java开发工程师（LT18wp）,北京东方国信科技股份有限公司,北京,1.2-2.4万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '五险一金', '年终奖金', '定期体检', '员工旅游', '专业培训', '餐饮补贴']"
Java开发工程师,北京公瑾科技有限公司广州分公司（...,广州-天河区,0.8-1.5万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '五险一金', '员工旅游', '餐饮补贴', '周末双休', '绩效奖金', '年终奖金', '股票期权', '定期体检']"
Java软件开发工程师,深圳天禾区块链科技有限公司,深圳-南山区,1-1.5万/月,"['2年经验', '本科', '招2人', '07-16发布']"
Java后台开发工程师,广州万米投资咨询有限公司,广州-天河区,1-1.5万/月,"['1年经验', '大专', '招2人', '07-16发布', '五险一金', '员工旅游', '绩效奖金', '年终奖金', '定期体检', '弹性工作', '通讯补贴', '做五休二', '交通补贴', '全勤奖']"
Java开发工程师,济南建研宏图软件有限公司,济南-高新区,0.5-1.1万/月,"['2年经验', '本科', '招若干人', '07-16发布', '五险一金', '员工旅游', '年终奖金', '弹性工作', '专业培训', '周末双休', '每年多次调薪', '扁平化管理', '行业领先', '建筑二次革命']"
无经验转IT Java大数据开发方向,北京欣如信科技有限公司,异地招聘,4.5-6千/月,"['无工作经验', '招6人', '07-16发布', '五险一金', '补充公积金', '员工旅游', '专业培训', '通讯补贴', '绩效奖金', '年终奖金', '定期体检']"
Java高级开发工程师,杭州德链科技有限公司,杭州-西湖区,1.5-3万/月,"['5-7年经验', '大专', '招2人', '07-16发布', '五险一金', '员工旅游', '弹性工作', '代币奖励']"
JAVA开发工程师,江门盛亨信息服务有限公司,江门,0.6-1万/月,"['2年经验', '大专', '招2人', '07-16发布', '五险一金', '补充医疗保险', '补充公积金', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '项目奖金']"
Java高级开发工程师,广东远景信息科技有限公司,广州,1-1.5万/月,"['2年经验', '大专', '招2人', '07-16发布', '全勤奖', '节日福利', '五险一金', '周末双休']"
Java高级开发工程师,南京红苹果网络科技有限公司,南京-建邺区,0.8-2万/月,"['无工作经验', '招5人', '07-16发布', '五险一金', '绩效奖金', '年终奖金', '餐饮补贴']"
java软件工程师----华夏西二旗项目组,北京开科唯识技术有限公司,北京-海淀区,1-1.5万/月,"['5-7年经验', '大专', '招若干人', '07-16发布', '五险一金', '员工旅游', '定期体检', '餐饮补贴', '结婚礼金', '年度调薪', '生子礼金', '生日礼物']"
JAVA软件工程师,北京银丰新融科技开发有限公司,杭州,0.8-1万/月,"['2年经验', '本科', '招若干人', '07-16发布', '五险一金', '餐饮补贴', '通讯补贴', '定期体检']"
Java高级开发工程师,大连东软思维科技发展有限公司,上海-虹口区,1.2-2.2万/月,"['3-4年经验', '本科', '招10人', '07-16发布', '五险一金', '年终奖金', '定期体检']"
Java工程师,平安万家医疗投资管理有限责任公司,深圳-南山区,1-1.5万/月,"['无工作经验', '招8人', '07-16发布']"
JAVA工程师(J10563),北京河狸家信息技术有限公司,北京-朝阳区,2.5-3万/月,"['5-7年经验', '本科', '招20人', '07-16发布']"
Java高级开发工程师,上海顺博资产管理有限公司,上海-黄浦区,1-3万/月,"['5-7年经验', '大专', '招1人', '07-16发布', '员工旅游', '节日福利', '做五休二', '周末双休', '五险一金']"
Java高级开发工程师,南京明鼎教育科技有限公司,南京,1-1.5万/月,"['5-7年经验', '本科', '招1人', '07-16发布']"
Java开发工程师,上海昊沧系统控制技术有限责任公司,武汉-洪山区,1.3-2万/月,"['5-7年经验', '本科', '招1人', '07-16发布', '做五休二', '周末双休', '带薪年假', '五险一金', '节日福利', '餐饮补贴']"
JAVA开发工程师(财务系统开发),上海携银信息科技有限公司,上海-黄浦区,1-1.5万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '五险一金', '员工旅游', '年终奖金', '绩效奖金', '通讯补贴']"
Java开发工程师,北京云知声信息技术有限公司,上海-徐汇区,1.5-3万/月,"['无工作经验', '招若干人', '07-16发布']"
Java开发工程师,兰州深蓝图形技术有限公司,兰州,6-8千/月,"['2年经验', '本科', '招若干人', '07-16发布', '员工旅游', '餐饮补贴', '通讯补贴', '绩效奖金', '补充医疗保险']"
Java开发工程师（五险一金）,西安大来电子科技有限公司,西安-雁塔区,4-6千/月,"['无工作经验', '高中', '招3人', '07-16发布']"
Java中级开发工程师,绍兴万众安全服务有限公司,绍兴,0.5-1.2万/月,"['2年经验', '本科', '招10人', '07-16发布', '五险一金', '通讯补贴', '餐饮补贴', '弹性工作', '绩效奖金', '年终奖金', '员工旅游']"
JAVA 后台、web前端、测试开发员,云南明亚网络科技有限公司,昆明-西山区,1-1.5万/月,"['无工作经验', '大专', '招若干人', '07-16发布', '年终奖金', '五险一金', '周末双休', '餐饮补贴', '员工旅游']"
Java开发工程师（合肥）,北京炎黄新星网络科技有限公司,合肥-蜀山区,0.6-1.2万/月,"['2年经验', '本科', '招若干人', '07-16发布', '五险一金', '餐饮补贴', '年终奖金']"
Java开发实习生(接受转行),陕西养正文化发展有限公司,西安-高新技术...,4.5-6千/月,"['无工作经验', '大专', '招6人', '07-16发布', '做五休二', '周末双休', '专业培训', '节日福利', '全勤奖', '带薪年假']"
Java开发经理,上海龙智数码科技股份有限公司,上海-徐汇区,1.5-2万/月,"['5-7年经验', '本科', '招2人', '07-16发布', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作', '定期体检']"
Java开发工程师,上海益芯金融信息服务有限公司,上海-浦东新区,1-1.5万/月,"['无工作经验', '招2人', '07-16发布', '五险一金', '年终奖金', '做五休二']"
Java高级工程师/研发经理,深圳市腾达智慧信息技术有限公司,深圳-龙岗区,1.3-2万/月,"['5-7年经验', '大专', '招1人', '07-16发布', '五险一金', '交通补贴', '餐饮补贴', '绩效奖金', '年终奖金', '通讯补贴']"
JAVA高级工程师(基于大数据方向),北京金电恒通科技有限公司,北京-大兴区,1.5-2万/月,"['3-4年经验', '本科', '招若干人', '07-16发布', '五险一金', '餐饮补贴', '绩效奖金', '年终奖金', '交通补贴', '通讯补贴', '弹性工作', '定期体检', '员工旅游']"
Java开发工程师,方欣科技有限公司福建分公司,福州-鼓楼区,0.6-1万/月,"['无工作经验', '招2人', '07-16发布', '五险一金', '通讯补贴']"
Java开发工程师,湖南用友软件有限公司,长沙-天心区,6-8千/月,"['无工作经验', '大专', '招2人', '07-16发布', '五险一金', '交通补贴', '绩效奖金', '餐饮补贴', '通讯补贴', '专业培训', '定期体检']"
Java开发工程师,南京优泰科技发展有限公司,南京,0.8-1.2万/月,"['1年经验', '本科', '招2人', '07-16发布']"
Java开发工程师（初中级）,广州市卓为信息技术有限公司,广州-天河区,0.8-1.3万/月,"['1年经验', '大专', '招5人', '07-16发布', '五险一金', '定期体检', '餐饮补贴', '员工旅游', '绩效奖金', '年终奖金']"
物联网实验室-Java高级工程师,北京思特奇信息技术股份有限公司,北京-海淀区,2-2.5万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '弹性工作', '定期体检']"
Java高级开发工程师,二六三网络通信股份有限公司,北京,1.7-2.2万/月,"['5-7年经验', '大专', '招1人', '07-16发布', '五险一金', '餐饮补贴', '专业培训', '年终奖金', '弹性工作', '定期体检']"
Java高级开发工程师,湖北会基网络科技有限公司,武汉-江夏区,0.8-1.5万/月,"['3-4年经验', '本科', '招2人', '07-16发布']"
Java高级开发工程师,广东碧桂园资产管理有限公司,佛山-顺德区,2-2.5万/月,"['5-7年经验', '本科', '招若干人', '07-16发布']"
JAVA工程师,重庆移动金融有限责任公司,重庆-渝中区,0.8-1.2万/月,"['无工作经验', '本科', '招1人', '07-16发布', '五险一金', '餐饮补贴', '定期体检']"
Java前端开发工程师,北京城建智控科技有限公司,北京-丰台区,1.2-2万/月,"['2年经验', '本科', '招3人', '07-16发布', '专业培训']"
Java开发工程师,深圳市鑫梓润物业管理股份有限公司,深圳-宝安区,1-1.8万/月,"['2年经验', '大专', '招1人', '07-16发布', '五险一金', '定期体检', '包吃', '包住宿', '加班补贴']"
Java开发工程师（非实习岗位）,武汉耀信达科技有限责任公司,武汉-硚口区,6-8千/月,"['无工作经验', '大专', '招1人', '07-16发布']"
Java开发主管,上海澜赢信息技术有限公司,上海-徐汇区,1.5-2万/月,"['3-4年经验', '本科', '招2人', '07-16发布', '五险一金', '员工旅游', '餐饮补贴', '专业培训', '年终奖金', '带薪年假']"
JAVA工程师（高级）,重庆大唐科技股份有限公司,重庆-北碚区,0.8-1.3万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '免费班车', '通讯补贴', '绩效奖金', '年终奖金', '五险']"
Java开发工程师,北京天诚盛业科技有限公司,北京-海淀区,2-3万/月,"['5-7年经验', '本科', '招1人', '07-16发布', '五险一金', '餐饮补贴', '交通补贴', '通讯补贴', '绩效奖金', '年终奖金', '定期体检', '领导nice', '团队氛围轻松']"
电子电气转行JAVA软件开发,武汉东软,武汉-江夏区,4.5-6千/月,"['无工作经验', '大专', '招8人', '07-16发布']"
Java,长沙市袋娱网络科技有限公司,长沙,1.5-2万/月,"['无工作经验', '招1人', '07-16发布', '五险一金', '餐饮补贴', '绩效奖金', '年终奖金']"
java开发工程师（杭州）,上海海鼎信息工程股份有限公司,杭州,0.6-1万/月,"['无工作经验', '本科', '招10人', '07-16发布', '年终奖金', '五险一金', '节日礼物', '定期体检', '员工旅游', '餐饮补贴']"
Java高级开发工程师,中科聚信信息技术（北京）有限公司,西安-高新技术...,1.5-3万/月,"['无工作经验', '招2人', '07-16发布', '五险一金', '补充医疗保险', '通讯补贴', '定期体检', '绩效奖金']"
Java开发工程师,深圳市深信通软件有限公司广州分公司,广州-天河区,7-9千/月,"['1年经验', '大专', '招若干人', '07-16发布', '定期体检', '专业培训', '绩效奖金', '员工旅游']"
Java中级开发工程师,上海金盏企业管理有限公司深圳分公司,深圳-南山区,18-25万/年,"['3-4年经验', '本科', '招2人', '07-16发布', '周末双休', '带薪年假', '五险一金', '节日福利']"
java开发工程师-电信项目,南京思美软件系统有限公司,南京-雨花台区,0.8-1万/月,"['2年经验', '大专', '招6人', '07-16发布', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '年终奖金', '弹性工作']"
Java中级开发工程师,长沙睿森信息技术有限公司,长沙-雨花区,5-8千/月,"['1年经验', '大专', '招1人', '07-16发布']"
Java中级开发工程师,魔线科技（深圳）有限公司,深圳,1-1.5万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '五险一金', '绩效奖金', '股票期权', '弹性工作', '专业培训']"
Java开发工程师,济南新视界网络科技有限公司,济南-高新区,5-8千/月,"['无工作经验', '招8人', '07-16发布']"
Java开发工程师,催琥宝（深圳）科技有限公司,深圳-南山区,0.8-1.5万/月,"['3-4年经验', '本科', '招若干人', '07-16发布', '五险一金', '员工旅游', '出国机会', '绩效奖金', '年终奖金', '定期体检']"
Java开发实习生,广州市启胜物业管理有限公司,广州-天河区,3-5千/月,"['无工作经验', '本科', '招若干人', '07-16发布', '五险一金', '带薪年假', '周末双休', '节日福利', '员工旅游', '餐饮补贴', '通讯补贴', '专业培训', '定期体检']"
大数据java开发工程师/架构师,网思科技有限公司,广州-天河区,1-1.5万/月,"['3-4年经验', '本科', '招5人', '07-16发布', '五险一金', '弹性工作', '通讯补贴', '绩效奖金', '员工旅游', '年终奖金', '餐饮补贴']"
Java开发工程师,沈阳捷信瑞通科技有限公司,沈阳,0.5-1万/月,"['2年经验', '本科', '招5人', '07-16发布', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '员工旅游']"
高级JAVA开发工程师 （上海徐汇区、浦东新区）,上海睿民互联网科技有限公司,上海-徐汇区,1.5-2万/月,"['5-7年经验', '本科', '招5人', '07-16发布', '五险一金', '补充医疗保险', '绩效奖金', '年终奖金', '带薪年假', '加班补助', '驻场补助', '团队氛围好', '领导好', '帅哥美女多多']"
高级Java开发工程师,杭州弈天网络技术有限公司,杭州-西湖区,1.5-2万/月,"['3-4年经验', '本科', '招1人', '07-16发布', '五险一金', '年终奖金', '餐饮补贴', '定期体检', '弹性工作', '专业培训', '员工旅游', '节日福利', '专业导师', '绩效奖金']"
Java软件工程师（红门智能）,红门智能科技股份有限公司,深圳-龙岗区,1-1.7万/月,"['3-4年经验', '大专', '招2人', '07-16发布', '做五休二', '全勤奖', '通讯补贴', '住房补贴', '节日福利', '提供住宿', '五险一金']"
Java开发工程师,北京博思汇信息技术有限公司,长沙-开福区,0.6-1.2万/月,"['2年经验', '本科', '招若干人', '07-16发布', '五险一金', '弹性工作']"
JAVA中级工程师,深圳市网通兴科技股份有限公司长沙...,长沙,4-6千/月,"['2年经验', '大专', '招5人', '07-16发布', '五险一金', '员工旅游', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金']"
Java开发工程师,上海晟上数据服务有限公司,上海-浦东新区,1.2-2万/月,"['3-4年经验', '本科', '招若干人', '07-16发布']"
Java开发工程师,湖北明泽实业发展有限公司,武汉-洪山区,5-9千/月,"['1年经验', '招1人', '07-16发布']"
JAVA工程师,广东卓维网络有限公司,异地招聘,0.6-1.5万/月,"['无工作经验', '大专', '招3人', '07-16发布']"
java开发工程师,社员网,北京-朝阳区,2-4万/月,"['无工作经验', '大专', '招1人', '07-16发布', '五险一金', '餐饮补贴', '交通补贴', '绩效奖金', '年终奖金', '通讯补贴']"
JAVA开发工程师,北京富基融通信息技术有限公司,武汉-武昌区,0.8-1.5万/月,"['2年经验', '本科', '招若干人', '07-16发布', '五险一金', '员工旅游', '餐饮补贴', '通讯补贴', '定期体检', '年终奖金']"
Java开发工程师,深圳市有信达供应链集团股份有限公司,深圳-福田区,1.5-2万/月,"['3-4年经验', '大专', '招1人', '07-16发布', '五险一金', '全勤奖', '节日福利', '绩效奖金', '周末双休', '专业培训', '补充公积金']"
Java开发工程师,阔地教育科技有限公司,苏州,0.8-1.5万/月,"['1年经验', '本科', '招若干人', '07-16发布', '五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '定期体检']"
Java开发工程师,澄迈一龄健康管理咨询服务有限公司,北京-通州区,1-1.5万/月,"['2年经验', '大专', '招2人', '07-16发布', '五险一金', '免费班车', '餐饮补贴', '专业培训', '意外险']"
Java开发主管,天津汉德威电梯有限公司,天津-西青区,1.2-2万/月,"['5-7年经验', '本科', '招3人', '07-16发布', '五险一金', '免费班车']"
广州java开发工程师,恒赢智航科技有限公司,广州-天河区,1-1.5万/月,"['无工作经验', '招2人', '07-16发布', '五险一金', '补充医疗保险', '年终奖金', '定期体检']"
Java后台开发工程师,上海微展信息科技有限公司,上海-浦东新区,1.2-2万/月,"['3-4年经验', '大专', '招1人', '07-16发布', '五险一金', '股票期权', '周末双休', '扁平架构', '做五休二']"
